N,Time (s),Energy,Merit Factor,Optimal Hit
30,90.08620810508728,59.0,7.627118644067797,NO
40,90.5769271850586,108.0,7.407407407407407,NO
40,900.069818019867,108.0,7.407407407407407,NO
40,90.0097222328186,107.99999999999683,7.407407407407407,NO
40,90.10618996620178,115.99999999998414,6.896551724137931,NO
40,90.03021097183228,115.99999999996682,6.89655172413793,NO
30,120.34846305847168,58.999999999985874,7.627118644067798,NO
35,120.03722190856934,72.99999999999886,8.390410958904107,NO
40,120.09503197669983,115.99999999996227,6.896551724137931,NO
